county,countyname,state,max_pop_county,max_pop_countyname,mi_to_county,dist_cat,meat_plant
37147,Pitt County,NC,37119,Mecklenburg County,196.34,5,N
51515,Bedford city,VA,51810,Virginia Beach County,196.61,5,N
51165,Rockingham County,VA,51810,Virginia Beach County,196.63,5,N
51019,Bedford County,VA,51810,Virginia Beach County,196.7,5,N
37103,Jones County,NC,37119,Mecklenburg County,197.03,5,N
48399,Runnels County,TX,48113,Dallas County,197.11,5,N
48457,Tyler County,TX,48113,Dallas County,197.23,5,N
28117,Prentiss County,MS,28049,Hinds County,197.44,5,N
48031,Blanco County,TX,48113,Dallas County,197.46,5,N
48403,Sabine County,TX,48113,Dallas County,197.59,5,N
49017,Garfield County,UT,49035,Salt Lake County,197.6,5,N
29043,Christian County,MO,29510,St. Louis County,197.63,5,N
16051,Jefferson County,ID,16001,Ada County,197.82,5,N
8077,Mesa County,CO,8031,Denver County,197.97,5,N
20179,Sheridan County,KS,20173,Sedgwick County,198.09,5,N
46095,Mellette County,SD,46099,Minnehaha County,198.36,5,N
39131,Pike County,OH,39035,Cuyahoga County,198.5,5,N
13253,Seminole County,GA,13121,Fulton County,198.71,5,N
22035,East Carroll Parish,LA,22071,Orleans Parish,199.12,5,N
31073,Gosper County,NE,31055,Douglas County,199.21,5,N
46121,Todd County,SD,46099,Minnehaha County,199.26,5,N
27029,Clearwater County,MN,27053,Hennepin County,199.28,5,N
47067,Hancock County,TN,47037,Davidson County,199.45,5,N
27075,Lake County,MN,27053,Hennepin County,199.52,5,N
21007,Ballard County,KY,21111,Jefferson County,199.56,5,N
48149,Fayette County,TX,48113,Dallas County,199.8,5,N
17033,Crawford County,IL,17031,Cook County,199.8,5,N
51171,Shenandoah County,VA,51810,Virginia Beach County,199.89,5,N
26137,Otsego County,MI,26163,Wayne County,200.2,5,N
46129,Walworth County,SD,46099,Minnehaha County,200.27,5,N
51678,Lexington city,VA,51810,Virginia Beach County,200.38,5,N
48197,Hardeman County,TX,48113,Dallas County,200.69,5,N
45045,Greenville County,SC,45019,Charleston County,200.82,5,N
55037,Florence County,WI,55079,Milwaukee County,200.85,5,N
48015,Austin County,TX,48113,Dallas County,200.9,5,N
36041,Hamilton County,NY,36061,New York County,200.93,5,N
48209,Hays County,TX,48113,Dallas County,200.97,5,N
16069,Nez Perce County,ID,16001,Ada County,200.99,5,N
17137,Morgan County,IL,17031,Cook County,201.27,5,N
51163,Rockbridge County,VA,51810,Virginia Beach County,201.3,5,N
13087,Decatur County,GA,13121,Fulton County,201.31,5,N
17079,Jasper County,IL,17031,Cook County,201.4,5,N
41035,Klamath County,OR,41051,Multnomah County,201.54,5,N
38055,McLean County,ND,38017,Cass County,201.71,5,N
13131,Grady County,GA,13121,Fulton County,201.77,5,N
16033,Clark County,ID,16001,Ada County,201.9,5,N
36099,Seneca County,NY,36061,New York County,202.15,5,N
26127,Oceana County,MI,26163,Wayne County,202.46,5,N
51840,Winchester city,VA,51810,Virginia Beach County,202.75,5,N
53013,Columbia County,WA,53033,King County,202.83,5,N
31009,Blaine County,NE,31055,Douglas County,202.88,5,N
17049,Effingham County,IL,17031,Cook County,202.88,5,N
48319,Mason County,TX,48113,Dallas County,203,5,N
46117,Stanley County,SD,46099,Minnehaha County,203.02,5,N
8111,San Juan County,CO,8031,Denver County,203.23,5,N
30109,Wibaux County,MT,30111,Yellowstone County,203.25,5,N
48433,Stonewall County,TX,48113,Dallas County,203.44,5,N
39071,Highland County,OH,39035,Cuyahoga County,203.54,5,N
26055,Grand Traverse County,MI,26163,Wayne County,203.64,5,N
21039,Carlisle County,KY,21111,Jefferson County,203.77,5,N
8085,Montrose County,CO,8031,Denver County,203.9,5,N
36011,Cayuga County,NY,36061,New York County,204.25,5,N
36101,Steuben County,NY,36061,New York County,204.47,5,N
22019,Calcasieu Parish,LA,22071,Orleans Parish,204.57,5,N
29079,Grundy County,MO,29510,St. Louis County,204.59,5,N
35059,Union County,NM,35001,Bernalillo County,204.59,5,N
13275,Thomas County,GA,13121,Fulton County,204.65,5,N
30041,Hill County,MT,30111,Yellowstone County,204.76,5,N
54027,Hampshire County,WV,54011,Cabell County,204.84,5,N
29039,Cedar County,MO,29510,St. Louis County,205.47,5,N
47029,Cocke County,TN,47037,Davidson County,205.52,5,N
29213,Taney County,MO,29510,St. Louis County,205.56,5,N
39053,Gallia County,OH,39035,Cuyahoga County,205.63,5,N
22127,Winn Parish,LA,22071,Orleans Parish,205.78,5,N
49021,Iron County,UT,49035,Salt Lake County,205.83,5,N
22115,Vernon Parish,LA,22071,Orleans Parish,205.84,5,N
1003,Baldwin County,AL,1073,Jefferson County,206.06,5,N
13103,Effingham County,GA,13121,Fulton County,206.07,5,N
39165,Warren County,OH,39035,Cuyahoga County,206.1,5,N
42111,Somerset County,PA,42101,Philadelphia County,206.17,5,N
53075,Whitman County,WA,53033,King County,206.35,5,N
48095,Concho County,TX,48113,Dallas County,206.53,5,N
36123,Yates County,NY,36061,New York County,206.57,5,N
53063,Spokane County,WA,53033,King County,206.63,5,N
22011,Beauregard Parish,LA,22071,Orleans Parish,206.65,5,N
29177,Ray County,MO,29510,St. Louis County,206.77,5,N
12095,Orange County,FL,12086,Miami-Dade County,206.95,5,N
13173,Lanier County,GA,13121,Fulton County,207.04,5,N
39135,Preble County,OH,39035,Cuyahoga County,207.11,5,N
51069,Frederick County,VA,51810,Virginia Beach County,207.19,5,N
31017,Brown County,NE,31055,Douglas County,207.22,5,N
35029,Luna County,NM,35001,Bernalillo County,207.73,5,N
17135,Montgomery County,IL,17031,Cook County,207.81,5,N
16071,Oneida County,ID,16001,Ada County,207.94,5,N
22123,West Carroll Parish,LA,22071,Orleans Parish,208.26,5,N
48055,Caldwell County,TX,48113,Dallas County,208.37,5,N
56005,Campbell County,WY,56021,Laramie County,208.68,5,N
42047,Elk County,PA,42101,Philadelphia County,208.76,5,N
37131,Northampton County,NC,37119,Mecklenburg County,208.84,5,N
48269,King County,TX,48113,Dallas County,209.11,5,N
16005,Bannock County,ID,16001,Ada County,209.26,5,N
21105,Hickman County,KY,21111,Jefferson County,209.75,5,N
17009,Brown County,IL,17031,Cook County,209.96,5,N
17067,Hancock County,IL,17031,Cook County,210.12,5,N
38009,Bottineau County,ND,38017,Cass County,210.13,5,N
12103,Pinellas County,FL,12086,Miami-Dade County,210.22,5,N
20067,Grant County,KS,20173,Sedgwick County,210.36,5,N
13027,Brooks County,GA,13121,Fulton County,210.61,5,N
48151,Fisher County,TX,48113,Dallas County,210.62,5,N
30093,Silver Bow County,MT,30111,Yellowstone County,210.7,5,N
31065,Furnas County,NE,31055,Douglas County,210.88,5,N
26009,Antrim County,MI,26163,Wayne County,210.92,5,N
28003,Alcorn County,MS,28049,Hinds County,210.96,5,N
20093,Kearny County,KS,20173,Sedgwick County,211.08,5,N
27007,Beltrami County,MN,27053,Hennepin County,211.12,5,N
48171,Gillespie County,TX,48113,Dallas County,211.33,5,N
30049,Lewis and Clark County,MT,30111,Yellowstone County,211.64,5,N
22073,Ouachita Parish,LA,22071,Orleans Parish,211.7,5,N
38037,Grant County,ND,38017,Cass County,211.74,5,N
26105,Mason County,MI,26163,Wayne County,211.94,5,N
8009,Baca County,CO,8031,Denver County,211.94,5,N
13183,Long County,GA,13121,Fulton County,211.99,5,N
37049,Craven County,NC,37119,Mecklenburg County,212.01,5,N
55085,Oneida County,WI,55079,Milwaukee County,212.13,5,N
29025,Caldwell County,MO,29510,St. Louis County,212.22,5,N
8007,Archuleta County,CO,8031,Denver County,212.23,5,N
1097,Mobile County,AL,1073,Jefferson County,212.31,5,N
17051,Fayette County,IL,17031,Cook County,212.52,5,N
51690,Martinsville city,VA,51810,Virginia Beach County,212.71,5,N
31103,Keya Paha County,NE,31055,Douglas County,212.8,5,N
42063,Indiana County,PA,42101,Philadelphia County,212.93,5,N
55121,Trempealeau County,WI,55079,Milwaukee County,213.16,5,N
37117,Martin County,NC,37119,Mecklenburg County,213.17,5,N
55119,Taylor County,WI,55079,Milwaukee County,213.21,5,N
29057,Dade County,MO,29510,St. Louis County,213.32,5,N
48241,Jasper County,TX,48113,Dallas County,213.48,5,N
13229,Pierce County,GA,13121,Fulton County,213.55,5,N
28141,Tishomingo County,MS,28049,Hinds County,213.58,5,N
48291,Liberty County,TX,48113,Dallas County,213.71,5,N
51067,Franklin County,VA,51810,Virginia Beach County,213.8,5,N
56019,Johnson County,WY,56021,Laramie County,213.83,5,N
20189,Stevens County,KS,20173,Sedgwick County,214.13,5,N
13029,Bryan County,GA,13121,Fulton County,214.17,5,N
39145,Scioto County,OH,39035,Cuyahoga County,214.3,5,N
48353,Nolan County,TX,48113,Dallas County,214.3,5,N
13305,Wayne County,GA,13121,Fulton County,214.69,5,N
41061,Union County,OR,41051,Multnomah County,214.87,5,N
51023,Botetourt County,VA,51810,Virginia Beach County,214.94,5,N
27107,Norman County,MN,27053,Hennepin County,214.96,5,N
17171,Scott County,IL,17031,Cook County,215.13,5,N
45077,Pickens County,SC,45019,Charleston County,215.14,5,N
47073,Hawkins County,TN,47037,Davidson County,215.42,5,N
53023,Garfield County,WA,53033,King County,215.46,5,N
41037,Lake County,OR,41051,Multnomah County,215.49,5,N
46021,Campbell County,SD,46099,Minnehaha County,215.67,5,N
29129,Mercer County,MO,29510,St. Louis County,215.81,5,N
13185,Lowndes County,GA,13121,Fulton County,215.93,5,N
12117,Seminole County,FL,12086,Miami-Dade County,216.31,5,N
38057,Mercer County,ND,38017,Cass County,216.34,5,N
30083,Richland County,MT,30111,Yellowstone County,216.96,5,N
15001,Hawaii County,HI,15003,Honolulu County,216.99,5,N
48201,Harris County,TX,48113,Dallas County,217.03,5,N
41029,Jackson County,OR,41051,Multnomah County,217.05,5,N
42065,Jefferson County,PA,42101,Philadelphia County,217.14,5,N
20039,Decatur County,KS,20173,Sedgwick County,217.22,5,N
17117,Macoupin County,IL,17031,Cook County,217.48,5,N
23003,Aroostook County,ME,23005,Cumberland County,217.59,5,N
20109,Logan County,KS,20173,Sedgwick County,217.75,5,N
36075,Oswego County,NY,36061,New York County,218.11,5,N
20203,Wichita County,KS,20173,Sedgwick County,218.5,5,N
42083,McKean County,PA,42101,Philadelphia County,218.61,5,N
22049,Jackson Parish,LA,22071,Orleans Parish,218.63,5,N
38101,Ward County,ND,38017,Cass County,218.81,5,N
39017,Butler County,OH,39035,Cuyahoga County,218.88,5,N
29209,Stone County,MO,29510,St. Louis County,219.22,5,N
22069,Natchitoches Parish,LA,22071,Orleans Parish,219.22,5,N
29061,Daviess County,MO,29510,St. Louis County,219.26,5,N
48199,Hardin County,TX,48113,Dallas County,219.27,5,N
17101,Lawrence County,IL,17031,Cook County,219.44,5,N
51089,Henry County,VA,51810,Virginia Beach County,219.44,5,N
22067,Morehouse Parish,LA,22071,Orleans Parish,219.48,5,N
47059,Greene County,TN,47037,Davidson County,219.57,5,N
56037,Sweetwater County,WY,56021,Laramie County,219.66,5,N
48089,Colorado County,TX,48113,Dallas County,219.68,5,N
51770,Roanoke city,VA,51810,Virginia Beach County,219.72,5,N
26101,Manistee County,MI,26163,Wayne County,220.37,5,N
17159,Richland County,IL,17031,Cook County,221.13,5,N
36049,Lewis County,NY,36061,New York County,221.15,5,N
32033,White Pine County,NV,32003,Clark County,221.43,5,N
48101,Cottle County,TX,48113,Dallas County,221.49,5,N
26141,Presque Isle County,MI,26163,Wayne County,221.52,5,N
12101,Pasco County,FL,12086,Miami-Dade County,221.58,5,N
4001,Apache County,AZ,4013,Maricopa County,221.71,5,N
39001,Adams County,OH,39035,Cuyahoga County,221.73,5,N
29037,Cass County,MO,29510,St. Louis County,221.77,5,N
17025,Clay County,IL,17031,Cook County,221.87,5,N
29095,Jackson County,MO,29510,St. Louis County,222.06,5,N
39087,Lawrence County,OH,39035,Cuyahoga County,222.07,5,N
13179,Liberty County,GA,13121,Fulton County,222.09,5,N
51017,Bath County,VA,51810,Virginia Beach County,222.14,5,N
29109,Lawrence County,MO,29510,St. Louis County,222.42,5,N
51091,Highland County,VA,51810,Virginia Beach County,222.57,5,N
48091,Comal County,TX,48113,Dallas County,222.57,5,N
48327,Menard County,TX,48113,Dallas County,222.58,5,N
30051,Liberty County,MT,30111,Yellowstone County,222.67,5,N
6053,Monterey County,CA,6037,Los Angeles County,222.8,5,N
31113,Logan County,NE,31055,Douglas County,222.87,5,N
29013,Bates County,MO,29510,St. Louis County,223.09,5,N
55035,Eau Claire County,WI,55079,Milwaukee County,223.24,5,N
13065,Clinch County,GA,13121,Fulton County,223.61,5,N
13299,Ware County,GA,13121,Fulton County,223.74,5,N
30085,Roosevelt County,MT,30111,Yellowstone County,223.75,5,N
36069,Ontario County,NY,36061,New York County,223.83,5,N
45073,Oconee County,SC,45019,Charleston County,224.05,5,N
27071,Koochiching County,MN,27053,Hennepin County,224.3,5,N
6039,Madera County,CA,6037,Los Angeles County,224.33,5,N
21075,Fulton County,KY,21111,Jefferson County,224.39,5,N
37015,Bertie County,NC,37119,Mecklenburg County,224.5,5,N
53051,Pend Oreille County,WA,53033,King County,224.6,5,N
16035,Clearwater County,ID,16001,Ada County,224.66,5,N
46041,Dewey County,SD,46099,Minnehaha County,224.86,5,N
48351,Newton County,TX,48113,Dallas County,224.9,5,N
35015,Eddy County,NM,35001,Bernalillo County,224.92,5,N
51775,Salem city,VA,51810,Virginia Beach County,225.06,5,N
37013,Beaufort County,NC,37119,Mecklenburg County,225.49,5,N
39015,Brown County,OH,39035,Cuyahoga County,225.67,5,N
48259,Kendall County,TX,48113,Dallas County,225.89,5,N
8113,San Miguel County,CO,8031,Denver County,225.91,5,N
41033,Josephine County,OR,41051,Multnomah County,226.23,5,N
39025,Clermont County,OH,39035,Cuyahoga County,226.47,5,N
17061,Greene County,IL,17031,Cook County,226.8,5,N
17001,Adams County,IL,17031,Cook County,227.35,5,N
20193,Thomas County,KS,20173,Sedgwick County,227.47,5,N
56011,Crook County,WY,56021,Laramie County,227.81,5,N
54065,Morgan County,WV,54011,Cabell County,227.97,5,N
31171,Thomas County,NE,31055,Douglas County,228.17,5,N
17005,Bond County,IL,17031,Cook County,228.22,5,N
31063,Frontier County,NE,31055,Douglas County,228.24,5,N
51580,Covington city,VA,51810,Virginia Beach County,228.47,5,N
29217,Vernon County,MO,29510,St. Louis County,228.83,5,N
26031,Cheboygan County,MI,26163,Wayne County,228.89,5,N
29047,Clay County,MO,29510,St. Louis County,229.2,5,N
37091,Hertford County,NC,37119,Mecklenburg County,229.21,5,N
30099,Teton County,MT,30111,Yellowstone County,229.49,5,N
42129,Westmoreland County,PA,42101,Philadelphia County,229.74,5,N
51005,Alleghany County,VA,51810,Virginia Beach County,229.85,5,N
26019,Benzie County,MI,26163,Wayne County,230.07,5,N
30001,Beaverhead County,MT,30111,Yellowstone County,230.16,5,N
12069,Lake County,FL,12086,Miami-Dade County,230.29,5,N
13025,Brantley County,GA,13121,Fulton County,230.34,5,N
6069,San Benito County,CA,6037,Los Angeles County,230.43,5,N
36031,Essex County,NY,36061,New York County,230.46,5,N
30077,Powell County,MT,30111,Yellowstone County,230.46,5,N
48187,Guadalupe County,TX,48113,Dallas County,230.6,5,N
16065,Madison County,ID,16001,Ada County,230.67,5,N
41015,Curry County,OR,41051,Multnomah County,230.78,5,N
39061,Hamilton County,OH,39035,Cuyahoga County,230.92,5,N
17149,Pike County,IL,17031,Cook County,231.05,5,N
48177,Gonzales County,TX,48113,Dallas County,231.61,5,N
48157,Fort Bend County,TX,48113,Dallas County,231.67,5,N
48075,Childress County,TX,48113,Dallas County,231.81,5,N
27031,Cook County,MN,27053,Hennepin County,231.81,5,N
55125,Vilas County,WI,55079,Milwaukee County,231.9,5,N
16019,Bonneville County,ID,16001,Ada County,231.98,5,N
29081,Harrison County,MO,29510,St. Louis County,232.13,5,N
55099,Price County,WI,55079,Milwaukee County,232.42,5,N
29049,Clinton County,MO,29510,St. Louis County,232.42,5,N
13051,Chatham County,GA,13121,Fulton County,232.6,5,N
51161,Roanoke County,VA,51810,Virginia Beach County,232.84,5,N
48263,Kent County,TX,48113,Dallas County,233.12,5,N
36003,Allegany County,NY,36061,New York County,233.14,5,N
13101,Echols County,GA,13121,Fulton County,233.29,5,N
48081,Coke County,TX,48113,Dallas County,233.42,5,N
27125,Red Lake County,MN,27053,Hennepin County,233.42,5,N
30023,Deer Lodge County,MT,30111,Yellowstone County,233.54,5,N
55011,Buffalo County,WI,55079,Milwaukee County,233.69,5,N
48285,Lavaca County,TX,48113,Dallas County,234,5,N
8067,La Plata County,CO,8031,Denver County,234.1,5,N
17121,Marion County,IL,17031,Cook County,234.11,5,N
16057,Latah County,ID,16001,Ada County,234.12,5,N
42005,Armstrong County,PA,42101,Philadelphia County,234.47,5,N
49025,Kane County,UT,49035,Salt Lake County,234.49,5,N
56043,Washakie County,WY,56021,Laramie County,235.23,5,N
30019,Daniels County,MT,30111,Yellowstone County,235.25,5,N
12119,Sumter County,FL,12086,Miami-Dade County,235.3,5,N
48451,Tom Green County,TX,48113,Dallas County,235.32,5,N
37137,Pamlico County,NC,37119,Mecklenburg County,235.46,5,N
48267,Kimble County,TX,48113,Dallas County,235.5,5,N
53003,Asotin County,WA,53033,King County,235.7,5,N
56013,Fremont County,WY,56021,Laramie County,235.84,5,N
55017,Chippewa County,WI,55079,Milwaukee County,236.06,5,N
51141,Patrick County,VA,51810,Virginia Beach County,236.15,5,N
29011,Barton County,MO,29510,St. Louis County,236.35,5,N
27119,Polk County,MN,27053,Hennepin County,236.63,5,N
51045,Craig County,VA,51810,Virginia Beach County,236.68,5,N
20187,Stanton County,KS,20173,Sedgwick County,237.07,5,N
54003,Berkeley County,WV,54011,Cabell County,237.38,5,N
12053,Hernando County,FL,12086,Miami-Dade County,237.42,5,N
20075,Hamilton County,KS,20173,Sedgwick County,237.45,5,N
29009,Barry County,MO,29510,St. Louis County,237.55,5,N
22061,Lincoln Parish,LA,22071,Orleans Parish,237.56,5,N
41001,Baker County,OR,41051,Multnomah County,237.58,5,N
36051,Livingston County,NY,36061,New York County,237.72,5,N
22085,Sabine Parish,LA,22071,Orleans Parish,238.24,5,N
17185,Wabash County,IL,17031,Cook County,238.49,5,N
38075,Renville County,ND,38017,Cass County,238.7,5,N
22111,Union Parish,LA,22071,Orleans Parish,238.75,5,N
31145,Red Willow County,NE,31055,Douglas County,238.92,5,N
42051,Fayette County,PA,42101,Philadelphia County,238.97,5,N
48125,Dickens County,TX,48113,Dallas County,239,5,N
29063,DeKalb County,MO,29510,St. Louis County,239.03,5,N
42053,Forest County,PA,42101,Philadelphia County,239.14,5,N
47179,Washington County,TN,47037,Davidson County,239.22,5,N
31111,Lincoln County,NE,31055,Douglas County,239.32,5,N
42031,Clarion County,PA,42101,Philadelphia County,239.39,5,N
51063,Floyd County,VA,51810,Virginia Beach County,239.39,5,N
49037,San Juan County,UT,49035,Salt Lake County,239.45,5,N
48415,Scurry County,TX,48113,Dallas County,240.26,5,N
13191,McIntosh County,GA,13121,Fulton County,240.6,5,N
16041,Franklin County,ID,16001,Ada County,240.75,5,N
8033,Dolores County,CO,8031,Denver County,240.88,5,N
20129,Morton County,KS,20173,Sedgwick County,241.11,5,N
17083,Jersey County,IL,17031,Cook County,241.16,5,N
48265,Kerr County,TX,48113,Dallas County,241.16,5,N
17047,Edwards County,IL,17031,Cook County,241.19,5,N
41025,Harney County,OR,41051,Multnomah County,241.25,5,N
46071,Jackson County,SD,46099,Minnehaha County,241.38,5,N
16029,Caribou County,ID,16001,Ada County,241.39,5,N
12127,Volusia County,FL,12086,Miami-Dade County,241.62,5,N
26089,Leelanau County,MI,26163,Wayne County,241.83,5,N
40139,Texas County,OK,40109,Oklahoma County,241.89,5,N
46055,Haakon County,SD,46099,Minnehaha County,242.21,5,N
51121,Montgomery County,VA,51810,Virginia Beach County,242.36,5,N
22013,Bienville Parish,LA,22071,Orleans Parish,242.41,5,N
20071,Greeley County,KS,20173,Sedgwick County,242.68,5,N
17191,Wayne County,IL,17031,Cook County,242.8,5,N
17119,Madison County,IL,17031,Cook County,242.88,5,N
37187,Washington County,NC,37119,Mecklenburg County,243.08,5,N
20153,Rawlins County,KS,20173,Sedgwick County,243.09,5,N
16043,Fremont County,ID,16001,Ada County,243.1,5,N
48481,Wharton County,TX,48113,Dallas County,243.21,5,N
35025,Lea County,NM,35001,Bernalillo County,243.26,5,N
54037,Jefferson County,WV,54011,Cabell County,243.47,5,N
48335,Mitchell County,TX,48113,Dallas County,243.61,5,N
47171,Unicoi County,TN,47037,Davidson County,243.69,5,N
55091,Pepin County,WI,55079,Milwaukee County,243.81,5,N
36117,Wayne County,NY,36061,New York County,243.83,5,N
30073,Pondera County,MT,30111,Yellowstone County,243.92,5,N
26047,Emmet County,MI,26163,Wayne County,243.96,5,N
27113,Pennington County,MN,27053,Hennepin County,244.15,5,N
29097,Jasper County,MO,29510,St. Louis County,244.16,5,N
37031,Carteret County,NC,37119,Mecklenburg County,245.06,5,N
37041,Chowan County,NC,37119,Mecklenburg County,245.12,5,N
32021,Mineral County,NV,32003,Clark County,245.36,5,N
48071,Chambers County,TX,48113,Dallas County,245.59,5,N
37073,Gates County,NC,37119,Mecklenburg County,245.66,5,N
17027,Clinton County,IL,17031,Cook County,245.74,5,N
22081,Red River Parish,LA,22071,Orleans Parish,245.81,5,N
17013,Calhoun County,IL,17031,Cook County,246.43,5,N
36045,Jefferson County,NY,36061,New York County,246.48,5,N
46007,Bennett County,SD,46099,Minnehaha County,247.14,5,N
29075,Gentry County,MO,29510,St. Louis County,247.17,5,N
30101,Toole County,MT,30111,Yellowstone County,247.44,5,N
48191,Hall County,TX,48113,Dallas County,247.63,5,N
29165,Platte County,MO,29510,St. Louis County,247.86,5,N
55107,Rusk County,WI,55079,Milwaukee County,247.95,5,N
48345,Motley County,TX,48113,Dallas County,248.15,5,N
26029,Charlevoix County,MI,26163,Wayne County,248.23,5,N
13127,Glynn County,GA,13121,Fulton County,248.36,5,N
30039,Granite County,MT,30111,Yellowstone County,248.37,5,N
13049,Charlton County,GA,13121,Fulton County,248.49,5,N
35023,Hidalgo County,NM,35001,Bernalillo County,248.62,5,N
6047,Merced County,CA,6037,Los Angeles County,248.95,5,N
20199,Wallace County,KS,20173,Sedgwick County,249.01,5,N
38041,Hettinger County,ND,38017,Cass County,249.06,5,N
48361,Orange County,TX,48113,Dallas County,249.67,5,N
49053,Washington County,UT,49035,Salt Lake County,249.82,5,N
47163,Sullivan County,TN,47037,Davidson County,250.73,5,N
6043,Mariposa County,CA,6037,Los Angeles County,250.74,5,N
48029,Bexar County,TX,48113,Dallas County,251.35,5,N
48087,Collingsworth County,TX,48113,Dallas County,251.38,5,N
51750,Radford city,VA,51810,Virginia Beach County,251.38,5,N
42123,Warren County,PA,42101,Philadelphia County,252.29,5,N
16081,Teton County,ID,16001,Ada County,252.68,5,N
41063,Wallowa County,OR,41051,Multnomah County,253.01,5,N
29145,Newton County,MO,29510,St. Louis County,253.24,5,N
38025,Dunn County,ND,38017,Cass County,253.58,5,N
48245,Jefferson County,TX,48113,Dallas County,254.13,5,N
38061,Mountrail County,ND,38017,Cass County,254.22,5,N
48019,Bandera County,TX,48113,Dallas County,254.5,5,N
29021,Buchanan County,MO,29510,St. Louis County,254.54,5,N
31117,McPherson County,NE,31055,Douglas County,254.9,5,N
56017,Hot Springs County,WY,56021,Laramie County,255.14,5,N
48413,Schleicher County,TX,48113,Dallas County,255.19,5,N
38089,Stark County,ND,38017,Cass County,255.58,5,N
12017,Citrus County,FL,12086,Miami-Dade County,255.7,5,N
29227,Worth County,MO,29510,St. Louis County,256.27,5,N
36121,Wyoming County,NY,36061,New York County,256.64,5,N
37143,Perquimans County,NC,37119,Mecklenburg County,256.67,5,N
55033,Dunn County,WI,55079,Milwaukee County,256.82,5,N
46031,Corson County,SD,46099,Minnehaha County,256.84,5,N
2090,Fairbanks North Star Borough,AK,2020,Anchorage Municipality,256.84,5,N
48123,DeWitt County,TX,48113,Dallas County,256.92,5,N
17081,Jefferson County,IL,17031,Cook County,257.31,5,N
46137,Ziebach County,SD,46099,Minnehaha County,257.38,5,N
20181,Sherman County,KS,20173,Sedgwick County,257.49,5,N
38001,Adams County,ND,38017,Cass County,257.52,5,N
42003,Allegheny County,PA,42101,Philadelphia County,257.6,5,N
48431,Sterling County,TX,48113,Dallas County,257.88,5,N
13039,Camden County,GA,13121,Fulton County,258.31,5,N
42019,Butler County,PA,42101,Philadelphia County,259.18,5,N
6051,Mono County,CA,6037,Los Angeles County,259.26,5,N
30091,Sheridan County,MT,30111,Yellowstone County,259.4,5,N
47019,Carter County,TN,47037,Davidson County,259.73,5,N
51155,Pulaski County,VA,51810,Virginia Beach County,259.75,5,N
31091,Hooker County,NE,31055,Douglas County,259.92,5,N
48493,Wilson County,TX,48113,Dallas County,260.03,5,N
51035,Carroll County,VA,51810,Virginia Beach County,260.39,5,N
42121,Venango County,PA,42101,Philadelphia County,260.42,5,N
29003,Andrew County,MO,29510,St. Louis County,260.99,5,N
48039,Brazoria County,TX,48113,Dallas County,261.1,5,N
16009,Benewah County,ID,16001,Ada County,261.21,5,N
31085,Hayes County,NE,31055,Douglas County,261.23,5,N
8083,Montezuma County,CO,8031,Denver County,261.39,5,N
51071,Giles County,VA,51810,Virginia Beach County,261.39,5,N
16007,Bear Lake County,ID,16001,Ada County,261.58,5,N
17189,Washington County,IL,17031,Cook County,261.95,5,N
22027,Claiborne Parish,LA,22071,Orleans Parish,262.08,5,N
36089,St. Lawrence County,NY,36061,New York County,262.51,5,N
48239,Jackson County,TX,48113,Dallas County,263.29,5,N
29119,McDonald County,MO,29510,St. Louis County,263.61,5,N
22031,De Soto Parish,LA,22071,Orleans Parish,263.68,5,N
48169,Garza County,TX,48113,Dallas County,263.7,5,N
36009,Cattaraugus County,NY,36061,New York County,263.96,5,N
37095,Hyde County,NC,37119,Mecklenburg County,264.03,5,N
36033,Franklin County,NY,36061,New York County,264.35,5,N
17193,White County,IL,17031,Cook County,264.54,5,N
36055,Monroe County,NY,36061,New York County,265.16,5,N
17163,St. Clair County,IL,17031,Cook County,265.48,5,N
12083,Marion County,FL,12086,Miami-Dade County,265.65,5,N
56033,Sheridan County,WY,56021,Laramie County,265.82,5,N
37139,Pasquotank County,NC,37119,Mecklenburg County,265.88,5,N
37177,Tyrrell County,NC,37119,Mecklenburg County,265.9,5,N
36037,Genesee County,NY,36061,New York County,266.01,5,N
48235,Irion County,TX,48113,Dallas County,266.1,5,N
55051,Iron County,WI,55079,Milwaukee County,266.27,5,N
55113,Sawyer County,WI,55079,Milwaukee County,267.15,5,N
17065,Hamilton County,IL,17031,Cook County,267.39,5,N
31087,Hitchcock County,NE,31055,Douglas County,267.41,5,N
31031,Cherry County,NE,31055,Douglas County,267.56,5,N
2240,Southeast Fairbanks Census Area,AK,2020,Anchorage Municipality,267.66,5,N
48107,Crosby County,TX,48113,Dallas County,267.75,5,N
27077,Lake of the Woods County,MN,27053,Hennepin County,268.54,5,N
48435,Sutton County,TX,48113,Dallas County,268.69,5,N
48167,Galveston County,TX,48113,Dallas County,268.71,5,N
32011,Eureka County,NV,32003,Clark County,268.88,5,N
48483,Wheeler County,TX,48113,Dallas County,269.13,5,N
27089,Marshall County,MN,27053,Hennepin County,269.13,5,N
42059,Greene County,PA,42101,Philadelphia County,270,5,N
16079,Shoshone County,ID,16001,Ada County,270.02,5,N
48033,Borden County,TX,48113,Dallas County,270.45,5,N
48385,Real County,TX,48113,Dallas County,270.73,5,N
42125,Washington County,PA,42101,Philadelphia County,270.8,5,N
51640,Galax city,VA,51810,Virginia Beach County,270.91,5,N
12035,Flagler County,FL,12086,Miami-Dade County,271.32,5,N
20023,Cheyenne County,KS,20173,Sedgwick County,272.11,5,N
